Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,28-Oct-2024,27-Nov-2024,51510.00,51889.10,51366.00,51629.55,51714.00,51629.55,56601.00,438707.30,1304760.00,230595.00,51259.30
BANKNIFTY,28-Oct-2024,24-Dec-2024,51566.05,52200.00,51566.05,51979.85,52025.00,51979.85,6003.00,46833.50,177885.00,-11760.00,51259.30
BANKNIFTY,29-Oct-2024,30-Oct-2024,51405.05,52332.95,51297.55,52294.05,52305.10,52294.05,161684.00,1257841.67,1375065.00,-507780.00,52320.70
BANKNIFTY,29-Oct-2024,27-Nov-2024,51700.00,52657.60,51616.80,52628.30,52640.00,52628.30,97253.00,761366.70,1579800.00,275040.00,52320.70
BANKNIFTY,29-Oct-2024,24-Dec-2024,52027.65,52941.90,51962.30,52914.40,52941.90,52914.40,9497.00,74859.50,164655.00,-13230.00,52320.70
BANKNIFTY,30-Oct-2024,30-Oct-2024,52149.95,52244.00,51712.10,51798.60,51805.45,51807.50,120830.00,940720.50,1087560.00,-287505.00,51807.50
BANKNIFTY,30-Oct-2024,27-Nov-2024,52540.00,52600.30,52162.30,52260.00,52290.00,52260.00,136186.00,1069086.03,2271675.00,691875.00,51807.50
BANKNIFTY,30-Oct-2024,24-Dec-2024,52897.15,52897.15,52502.00,52583.25,52606.00,52583.25,7250.00,57268.45,190620.00,25965.00,51807.50
BANKNIFTY,31-Oct-2024,27-Nov-2024,52201.85,52440.00,51704.00,51954.40,52034.20,51954.40,126350.00,986499.68,2619885.00,348210.00,-
BANKNIFTY,31-Oct-2024,24-Dec-2024,52660.80,52749.95,52054.95,52301.40,52383.45,52301.40,8893.00,69850.94,209250.00,18630.00,-
BANKNIFTY,31-Oct-2024,29-Jan-2025,52749.50,53022.80,52416.50,52588.20,52640.00,52588.20,922.00,7284.51,4305.00,4305.00,-
BANKNIFTY,01-Nov-2024,27-Nov-2024,51995.00,52075.00,51903.00,51927.75,51920.00,51927.75,18318.00,142801.42,2649435.00,29550.00,51673.90
BANKNIFTY,01-Nov-2024,24-Dec-2024,52350.05,52470.00,52226.10,52249.50,52235.00,52249.50,1001.00,7851.78,210525.00,1275.00,51673.90
BANKNIFTY,01-Nov-2024,29-Jan-2025,52635.00,52699.95,52515.00,52539.50,52531.00,52539.50,263.00,2074.23,6855.00,2550.00,51673.90
BANKNIFTY,04-Nov-2024,27-Nov-2024,51950.00,51993.90,51288.10,51552.05,51535.00,51552.05,108525.00,838946.15,2720130.00,70695.00,51215.25
BANKNIFTY,04-Nov-2024,24-Dec-2024,52341.95,52341.95,51624.25,51867.10,51880.00,51867.10,8861.00,68935.13,238380.00,27855.00,51215.25
BANKNIFTY,04-Nov-2024,29-Jan-2025,52548.65,52548.65,51935.45,52191.55,52191.75,52191.55,2686.00,21024.07,18300.00,11445.00,51215.25
BANKNIFTY,05-Nov-2024,27-Nov-2024,51500.00,52465.80,51217.90,52393.95,52333.00,52393.95,184707.00,1438317.51,2468025.00,-252105.00,52207.25
BANKNIFTY,05-Nov-2024,24-Dec-2024,51989.90,52745.00,51555.05,52689.60,52659.95,52689.60,14486.00,113495.19,221205.00,-17175.00,52207.25
BANKNIFTY,05-Nov-2024,29-Jan-2025,52100.00,53067.35,51881.55,53010.60,52960.00,53010.60,3995.00,31436.41,33120.00,14820.00,52207.25
BANKNIFTY,06-Nov-2024,27-Nov-2024,52588.00,52739.90,52437.50,52650.35,52680.00,52650.35,111001.00,876134.03,2538045.00,70020.00,52317.40
BANKNIFTY,06-Nov-2024,24-Dec-2024,52800.00,53043.35,52705.00,52948.05,52979.00,52948.05,8152.00,64715.79,218805.00,-2400.00,52317.40
BANKNIFTY,06-Nov-2024,29-Jan-2025,53050.15,53365.15,53050.15,53289.40,53299.60,53289.40,2709.00,21642.03,43065.00,9945.00,52317.40
BANKNIFTY,07-Nov-2024,27-Nov-2024,52544.70,52630.00,52035.05,52199.90,52175.00,52199.90,106324.00,833503.85,2584665.00,46620.00,-
BANKNIFTY,07-Nov-2024,24-Dec-2024,52861.10,52892.10,52362.05,52515.85,52480.00,52515.85,8804.00,69407.71,221910.00,3105.00,-
BANKNIFTY,07-Nov-2024,29-Jan-2025,53250.05,53250.05,52697.20,52859.80,52840.00,52859.80,2850.00,22622.25,58980.00,15915.00,-
BANKNIFTY,08-Nov-2024,27-Nov-2024,52110.05,52275.00,51705.00,51788.55,51759.00,51788.55,109425.00,852294.59,2654190.00,69525.00,51561.20
BANKNIFTY,08-Nov-2024,24-Dec-2024,52500.05,52573.45,52028.60,52106.75,52075.00,52106.75,8047.00,63054.34,240270.00,18360.00,51561.20
BANKNIFTY,08-Nov-2024,29-Jan-2025,52894.60,52900.00,52375.05,52455.55,52440.60,52455.55,3103.00,24469.74,68640.00,9660.00,51561.20
BANKNIFTY,11-Nov-2024,27-Nov-2024,51605.40,52388.00,51519.35,52082.20,52060.10,52082.20,115376.00,900467.65,2591130.00,-63060.00,-
BANKNIFTY,11-Nov-2024,24-Dec-2024,52101.00,52670.00,51830.95,52372.85,52379.00,52372.85,8930.00,70083.52,243840.00,3570.00,-
BANKNIFTY,11-Nov-2024,29-Jan-2025,52571.90,53010.00,52187.60,52729.15,52728.05,52729.15,3120.00,24664.95,73245.00,4605.00,-
BANKNIFTY,12-Nov-2024,27-Nov-2024,52162.10,52349.00,51275.55,51373.85,51334.55,51373.85,149719.00,1161274.24,2970390.00,384075.00,-
BANKNIFTY,12-Nov-2024,24-Dec-2024,52250.15,52637.90,51610.00,51694.50,51670.00,51694.50,12516.00,97574.12,290925.00,47085.00,-
BANKNIFTY,12-Nov-2024,29-Jan-2025,52755.60,52979.95,51956.65,52044.90,52029.15,52044.90,4084.00,32067.52,90030.00,16785.00,-
BANKNIFTY,13-Nov-2024,27-Nov-2024,51199.90,51464.00,50164.05,50358.25,50492.45,50358.25,189435.00,1442948.95,2943030.00,-27360.00,-
BANKNIFTY,13-Nov-2024,24-Dec-2024,51601.00,51778.00,50500.00,50679.70,50811.80,50679.70,21645.00,165652.90,382635.00,91710.00,-
BANKNIFTY,13-Nov-2024,29-Jan-2025,52144.25,52144.25,50850.00,51013.05,51166.30,51013.05,7123.00,54933.33,106680.00,16650.00,-
BANKNIFTY,14-Nov-2024,27-Nov-2024,50386.40,50732.55,50066.25,50296.95,50333.00,50296.95,117505.00,888294.96,2873520.00,-69510.00,-
BANKNIFTY,14-Nov-2024,24-Dec-2024,50770.00,51043.00,50404.00,50608.35,50650.00,50608.35,12835.00,97650.82,412110.00,29475.00,-
BANKNIFTY,14-Nov-2024,29-Jan-2025,51101.00,51369.00,50750.00,50947.55,50970.05,50947.55,4313.00,33027.72,109425.00,2745.00,-
BANKNIFTY,18-Nov-2024,27-Nov-2024,50299.95,50560.00,50125.00,50429.85,50408.00,50429.85,80215.00,606151.71,2839335.00,-34185.00,-
BANKNIFTY,18-Nov-2024,24-Dec-2024,50559.00,50865.00,50452.85,50727.75,50729.00,50727.75,7206.00,54780.54,407295.00,-4815.00,-
BANKNIFTY,18-Nov-2024,29-Jan-2025,50970.05,51218.75,50805.05,51072.70,51070.00,51072.70,1928.00,14754.32,109740.00,315.00,-
BANKNIFTY,19-Nov-2024,27-Nov-2024,50555.55,51070.25,50465.10,50590.90,50499.00,50590.90,148729.00,1132533.39,2682810.00,-156525.00,-
BANKNIFTY,19-Nov-2024,24-Dec-2024,50839.70,51364.95,50781.55,50889.80,50798.20,50889.80,14290.00,109549.58,409680.00,2385.00,-
BANKNIFTY,19-Nov-2024,29-Jan-2025,51199.00,51710.40,51139.00,51223.20,51139.00,51223.20,3685.00,28451.89,109695.00,-45.00,-
BANKNIFTY,21-Nov-2024,27-Nov-2024,50500.05,50605.40,49817.30,50407.40,50470.00,50407.40,152552.00,1149748.87,2523690.00,-159120.00,-
BANKNIFTY,21-Nov-2024,24-Dec-2024,50798.20,50932.65,50151.00,50727.30,50800.00,50727.30,45035.00,341722.01,629745.00,220065.00,-
BANKNIFTY,21-Nov-2024,29-Jan-2025,51201.00,51250.00,50493.25,51063.40,51112.35,51063.40,6114.00,46657.67,120810.00,11115.00,-
BANKNIFTY,22-Nov-2024,27-Nov-2024,50580.00,51280.00,50523.20,51082.35,51109.75,51082.35,157266.00,1202342.09,2388735.00,-134955.00,51135.40
BANKNIFTY,22-Nov-2024,24-Dec-2024,50825.00,51590.00,50825.00,51401.10,51460.00,51401.10,46497.00,357633.43,806250.00,176505.00,51135.40
BANKNIFTY,22-Nov-2024,29-Jan-2025,51199.00,51915.00,51177.65,51747.30,51765.90,51747.30,5215.00,40386.14,123825.00,3015.00,51135.40
BANKNIFTY,25-Nov-2024,27-Nov-2024,52000.00,52290.00,51720.00,52171.60,52200.00,52171.60,145077.00,1134274.53,1693575.00,-695160.00,52207.50
BANKNIFTY,25-Nov-2024,24-Dec-2024,52055.55,52575.00,52010.80,52476.95,52511.95,52476.95,72911.00,573344.15,904770.00,98520.00,52207.50
BANKNIFTY,25-Nov-2024,29-Jan-2025,52205.55,52888.00,52205.55,52779.35,52810.00,52779.35,8742.00,69165.54,136320.00,12495.00,52207.50
BANKNIFTY,26-Nov-2024,27-Nov-2024,52399.00,52400.15,51980.10,52218.70,52186.00,52218.70,89382.00,699645.24,1275390.00,-418185.00,52191.50
BANKNIFTY,26-Nov-2024,24-Dec-2024,52555.10,52690.95,52308.00,52510.40,52482.00,52510.40,49677.00,390989.02,1217430.00,312660.00,52191.50
BANKNIFTY,26-Nov-2024,29-Jan-2025,52899.00,52941.80,52625.00,52792.30,52767.60,52792.30,4654.00,36847.41,161325.00,25005.00,52191.50
BANKNIFTY,27-Nov-2024,27-Nov-2024,52217.95,52465.00,52029.75,52305.20,52304.00,52301.80,113776.00,892317.87,625500.00,-649890.00,52301.80
BANKNIFTY,27-Nov-2024,24-Dec-2024,52500.00,52723.00,52321.00,52617.45,52628.00,52617.45,106560.00,840339.01,1872255.00,654825.00,52301.80
BANKNIFTY,27-Nov-2024,29-Jan-2025,52725.10,53029.80,52650.00,52932.35,52911.65,52932.35,7989.00,63344.38,200310.00,38985.00,52301.80
BANKNIFTY,28-Nov-2024,24-Dec-2024,52689.95,53093.00,52200.00,52329.40,52340.00,52329.40,175228.00,1382011.51,2091000.00,218745.00,51906.85
BANKNIFTY,28-Nov-2024,29-Jan-2025,52932.40,53417.30,52550.00,52685.50,52690.00,52685.50,15749.00,125099.65,259410.00,59100.00,51906.85
BANKNIFTY,28-Nov-2024,26-Feb-2025,53254.15,53775.25,52859.05,52988.35,53037.75,52988.35,1354.00,21642.39,15540.00,15540.00,51906.85
BANKNIFTY,29-Nov-2024,24-Dec-2024,52389.85,52486.45,52035.45,52364.45,52345.00,52364.45,101347.00,794960.96,2220540.00,129540.00,52055.60
BANKNIFTY,29-Nov-2024,29-Jan-2025,52657.50,52825.00,52398.20,52709.15,52700.00,52709.15,5750.00,45386.25,272835.00,13425.00,52055.60
BANKNIFTY,29-Nov-2024,26-Feb-2025,52982.40,53099.90,52748.95,53013.25,53000.25,53013.25,658.00,10451.18,20850.00,5310.00,52055.60
BANKNIFTY,02-Dec-2024,24-Dec-2024,52340.00,52499.00,52000.00,52395.15,52395.00,52395.15,93566.00,733031.39,2303055.00,82515.00,-
BANKNIFTY,02-Dec-2024,29-Jan-2025,52650.00,52839.85,52356.00,52739.15,52741.95,52739.15,7628.00,60147.42,277725.00,4890.00,-
BANKNIFTY,02-Dec-2024,26-Feb-2025,52888.00,53125.00,52660.00,53035.60,53016.45,53035.60,646.00,10252.12,24900.00,4050.00,-
BANKNIFTY,03-Dec-2024,24-Dec-2024,52515.00,52992.00,52452.20,52868.85,52888.85,52868.85,121469.00,962137.25,2237385.00,-65670.00,-
BANKNIFTY,03-Dec-2024,29-Jan-2025,52840.05,53333.30,52800.00,53216.45,53212.00,53216.45,9101.00,72558.48,279465.00,1740.00,-
BANKNIFTY,03-Dec-2024,26-Feb-2025,53197.40,53620.00,53115.05,53549.35,53533.00,53549.35,1158.00,18574.87,32070.00,7170.00,-
BANKNIFTY,04-Dec-2024,24-Dec-2024,52855.30,53533.00,52850.00,53381.40,53414.00,53381.40,125056.00,998608.15,2289660.00,52275.00,-
BANKNIFTY,04-Dec-2024,29-Jan-2025,53256.90,53894.25,53201.00,53749.60,53774.75,53749.60,14252.00,114599.61,336615.00,57150.00,-
BANKNIFTY,04-Dec-2024,26-Feb-2025,53555.10,54157.80,53540.00,54040.55,54034.25,54040.55,2155.00,34854.28,43440.00,11370.00,-
BANKNIFTY,05-Dec-2024,24-Dec-2024,53459.95,53950.00,53060.05,53674.65,53700.00,53674.65,150555.00,1209192.59,2182965.00,-106695.00,-
BANKNIFTY,05-Dec-2024,29-Jan-2025,53813.40,54313.90,53437.10,54054.00,54074.95,54054.00,15565.00,125921.04,353520.00,16905.00,-
BANKNIFTY,05-Dec-2024,26-Feb-2025,54125.00,54600.00,53799.00,54348.15,54350.10,54348.15,2054.00,33423.81,49830.00,6390.00,-
BANKNIFTY,06-Dec-2024,24-Dec-2024,53700.00,53995.00,53203.00,53717.85,53700.00,53717.85,164776.00,1327380.31,2314635.00,131670.00,-
BANKNIFTY,06-Dec-2024,29-Jan-2025,54063.90,54350.00,53580.85,54085.75,54061.75,54085.75,14257.00,115663.67,371325.00,17805.00,-
BANKNIFTY,06-Dec-2024,26-Feb-2025,54350.10,54650.00,53905.35,54414.45,54395.00,54414.45,1579.00,25759.04,55380.00,5550.00,-
BANKNIFTY,09-Dec-2024,24-Dec-2024,53599.95,53900.00,53465.00,53531.00,53535.85,53531.00,93551.00,752875.12,2347695.00,33060.00,53407.75
BANKNIFTY,09-Dec-2024,29-Jan-2025,53990.15,54254.00,53851.05,53914.95,53910.00,53914.95,6813.00,55216.80,376260.00,4935.00,53407.75
BANKNIFTY,09-Dec-2024,26-Feb-2025,54307.90,54551.00,54166.85,54248.15,54257.45,54248.15,1112.00,18136.33,56940.00,1560.00,53407.75
BANKNIFTY,10-Dec-2024,24-Dec-2024,53605.30,53749.00,53409.20,53699.50,53704.00,53699.50,75641.00,608227.26,2366925.00,19230.00,-
BANKNIFTY,10-Dec-2024,29-Jan-2025,53950.00,54113.25,53805.00,54065.85,54069.00,54065.85,6721.00,54414.54,365625.00,-10635.00,-
BANKNIFTY,10-Dec-2024,26-Feb-2025,54161.50,54411.00,54142.25,54383.95,54390.00,54383.95,825.00,13442.63,57360.00,420.00,-
BANKNIFTY,11-Dec-2024,24-Dec-2024,53605.00,53799.00,53456.00,53558.60,53550.20,53558.60,80860.00,650320.23,2371260.00,4335.00,-
BANKNIFTY,11-Dec-2024,29-Jan-2025,54084.85,54171.65,53853.00,53949.10,53925.00,53949.10,6178.00,50050.88,371340.00,5715.00,-
BANKNIFTY,11-Dec-2024,26-Feb-2025,54330.00,54500.00,54191.00,54284.70,54254.05,54284.70,1086.00,17702.79,63090.00,5730.00,-
BANKNIFTY,12-Dec-2024,24-Dec-2024,53399.55,53699.00,53360.50,53437.80,53429.45,53437.80,67447.00,541193.58,2262465.00,-108795.00,53216.45
BANKNIFTY,12-Dec-2024,29-Jan-2025,53860.00,54080.00,53763.90,53836.50,53827.50,53836.50,5966.00,48227.64,376995.00,5655.00,53216.45
BANKNIFTY,12-Dec-2024,26-Feb-2025,54220.00,54394.80,54111.05,54185.60,54178.15,54185.60,664.00,10803.48,65370.00,2280.00,53216.45
BANKNIFTY,13-Dec-2024,24-Dec-2024,53344.00,53675.00,52380.10,53625.80,53657.50,53625.80,229854.00,1829768.63,2183880.00,-78585.00,-
BANKNIFTY,13-Dec-2024,29-Jan-2025,53749.95,54050.00,52813.00,54006.15,54045.00,54006.15,28069.00,225148.33,341985.00,-35010.00,-
BANKNIFTY,13-Dec-2024,26-Feb-2025,54144.00,54366.00,53200.00,54330.30,54366.00,54330.30,3158.00,51018.77,61470.00,-3900.00,-
BANKNIFTY,16-Dec-2024,24-Dec-2024,53600.00,53825.00,53460.40,53697.20,53660.00,53697.20,92670.00,745689.00,2179680.00,-4200.00,-
BANKNIFTY,16-Dec-2024,29-Jan-2025,53997.95,54200.00,53873.25,54072.95,54035.35,54072.95,12834.00,104047.32,365685.00,23700.00,-
BANKNIFTY,16-Dec-2024,26-Feb-2025,54330.35,54510.10,54186.60,54392.15,54368.35,54392.15,1249.00,20372.96,67110.00,5640.00,-
BANKNIFTY,17-Dec-2024,24-Dec-2024,53484.00,53657.95,52850.45,53015.75,52964.70,53015.75,146716.00,1169533.53,2195235.00,15555.00,-
BANKNIFTY,17-Dec-2024,29-Jan-2025,53998.45,54035.30,53275.10,53433.35,53389.95,53433.35,21455.00,172433.93,435300.00,69615.00,-
BANKNIFTY,17-Dec-2024,26-Feb-2025,54883.70,54883.70,53659.00,53789.65,53754.10,53789.65,2260.00,36557.47,81990.00,14880.00,-
BANKNIFTY,18-Dec-2024,24-Dec-2024,52900.00,52976.00,52112.30,52304.20,52315.00,52304.20,154894.00,1219183.30,2284140.00,88905.00,52139.55
BANKNIFTY,18-Dec-2024,29-Jan-2025,53379.65,53385.65,52553.00,52721.35,52744.15,52721.35,28212.00,223764.77,538200.00,102900.00,52139.55
BANKNIFTY,18-Dec-2024,26-Feb-2025,53789.65,53789.70,52927.90,53081.65,53115.00,53081.65,2360.00,37723.32,100050.00,18060.00,52139.55
BANKNIFTY,19-Dec-2024,24-Dec-2024,51670.30,51932.00,51400.00,51749.70,51763.40,51749.70,117352.00,908943.50,2196120.00,-88020.00,51575.70
BANKNIFTY,19-Dec-2024,29-Jan-2025,52200.00,52349.00,51827.50,52165.50,52165.00,52165.50,39474.00,308318.26,768090.00,229890.00,51575.70
BANKNIFTY,19-Dec-2024,26-Feb-2025,52501.60,52724.75,52210.00,52546.15,52554.95,52546.15,2143.00,33691.47,110850.00,10800.00,51575.70
BANKNIFTY,20-Dec-2024,24-Dec-2024,51621.00,51721.25,50622.40,50769.95,50832.25,50769.95,150836.00,1158334.41,2067165.00,-128955.00,-
BANKNIFTY,20-Dec-2024,29-Jan-2025,52036.20,52172.00,51069.15,51200.65,51280.00,51200.65,52765.00,408548.26,1061385.00,293295.00,-
BANKNIFTY,20-Dec-2024,26-Feb-2025,52450.00,52499.95,51470.05,51590.50,51649.00,51590.50,3238.00,50454.54,137160.00,26310.00,-
BANKNIFTY,23-Dec-2024,24-Dec-2024,51002.10,51483.85,51000.15,51303.15,51300.30,51303.15,108558.00,835268.57,1441560.00,-625605.00,51317.60
BANKNIFTY,23-Dec-2024,29-Jan-2025,51485.10,51889.60,51325.55,51759.55,51755.00,51759.55,72354.00,561379.46,1487340.00,425955.00,51317.60
