Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58500.00,-,-,-,4588.85,-,2482.45,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,53500.00,-,-,-,589.85,-,579.70,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,54000.00,319.60,384.90,311.00,345.85,352.90,345.85,358.00,6810.10,43.90,43170.00,4550.00,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,52700.00,-,-,-,439.60,-,427.40,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,61500.00,-,-,-,6259.80,-,4464.10,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56800.00,-,-,-,1020.00,1020.00,1635.00,-,-,-,35.00,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,54100.00,425.30,425.30,382.80,382.80,382.80,717.90,2.00,38.15,0.28,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,60900.00,-,-,-,3916.25,-,4021.10,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56200.00,-,-,-,1374.35,-,1386.45,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,63000.00,-,-,-,7189.60,-,5643.15,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,64000.00,-,-,-,6309.75,-,6484.30,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,57400.00,-,-,-,1879.75,-,1910.05,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59600.00,-,-,-,3066.10,-,3140.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58900.00,-,-,-,2652.80,-,2712.20,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58600.00,-,-,-,2485.75,-,2538.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,60700.00,-,-,-,3778.80,-,3878.95,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,53400.00,-,-,-,569.25,-,558.70,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,50500.00,-,-,-,173.80,-,162.55,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,61800.00,-,-,-,4565.25,-,4689.60,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,46500.00,-,-,-,695.05,-,15.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59900.00,-,-,-,3253.00,-,3334.55,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56600.00,-,-,-,1531.65,-,1549.20,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58100.00,-,-,-,2220.95,-,2264.05,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,60200.00,-,-,-,3445.60,-,3534.05,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,54800.00,-,-,-,909.40,-,906.75,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,54200.00,-,-,-,749.90,-,745.15,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,64500.00,-,-,-,8176.50,-,6918.30,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,55800.00,-,-,-,1228.10,-,1235.25,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,52800.00,-,-,-,456.60,-,444.55,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,51500.00,-,-,-,161.00,161.00,258.50,-,-,-,70.00,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59800.00,-,-,-,3190.05,-,3269.30,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59500.00,-,-,-,3005.10,-,3077.55,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,57200.00,-,-,-,1788.50,-,1815.40,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56400.00,-,-,-,1451.60,-,1466.35,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,54400.00,-,-,-,802.80,-,797.05,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59200.00,-,-,-,2825.95,-,2891.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59400.00,-,-,-,2944.70,-,3014.95,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59700.00,-,-,-,3127.75,-,3204.75,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,61000.00,-,-,-,3985.85,-,4093.05,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,59300.00,-,-,-,2885.00,-,2953.05,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,57500.00,1250.00,1324.65,1250.00,1324.65,1324.65,1958.45,33.00,678.75,14.63,3080.00,1050.00,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,52000.00,-,-,-,333.75,-,320.95,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,60100.00,-,-,-,3380.75,-,3466.90,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,55900.00,-,-,-,1263.65,-,1271.95,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,60800.00,-,-,-,3847.25,-,3949.75,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,57300.00,-,-,-,1195.00,1195.00,1862.35,-,-,-,245.00,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,65000.00,-,-,-,7166.20,-,7360.00,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56000.00,-,-,-,1299.85,-,1309.40,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58200.00,-,-,-,1575.00,1575.00,2317.60,-,-,-,140.00,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,57000.00,970.05,1170.00,970.05,1093.35,1112.45,1093.35,77.00,1565.39,29.24,12125.00,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,52200.00,-,-,-,361.75,-,349.00,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,52300.00,-,-,-,376.40,-,363.70,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,61400.00,-,-,-,4269.85,-,4389.25,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,48000.00,62.10,70.45,62.10,63.85,64.15,63.85,92.00,1547.68,2.08,68780.00,245.00,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,53800.00,-,-,-,655.00,-,646.10,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,55000.00,460.00,553.45,460.00,523.10,537.00,523.10,264.00,5129.76,47.76,9275.00,4095.00,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,62000.00,-,-,-,4715.05,-,4843.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56100.00,-,-,-,1336.75,-,1347.55,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,55400.00,-,-,-,600.00,600.00,1095.50,-,-,-,105.00,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,57900.00,-,-,-,2119.90,-,2159.20,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,43500.00,-,-,-,341.50,-,1.50,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,62400.00,-,-,-,5018.10,-,5158.00,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,53200.00,-,-,-,529.60,-,518.45,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,54900.00,-,-,-,938.35,-,936.50,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,56700.00,1134.60,1134.60,1134.60,1134.60,1134.60,1591.75,1.00,20.24,0.40,35.00,35.00,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58300.00,-,-,-,2324.80,-,2371.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,61200.00,-,-,-,4126.75,-,4238.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,52400.00,-,-,-,391.50,-,378.90,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,45000.00,-,-,-,495.00,-,5.15,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,55500.00,600.00,689.35,599.75,658.95,669.60,658.95,49.00,962.70,10.87,20255.00,90.00,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,58800.00,-,-,-,2596.45,-,2653.70,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,25-Sep-2025,PE,62200.00,-,-,-,4866.85,-,4999.95,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,63000.00,-,-,-,9000.95,-,5664.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,55500.00,813.10,906.10,813.10,866.90,868.30,866.90,54.00,1065.44,16.49,18235.00,630.00,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,64500.00,-,-,-,10102.45,-,6764.60,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,61500.00,-,-,-,7946.20,-,4655.20,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,51000.00,260.00,279.00,255.00,258.70,256.35,258.70,18.00,322.96,1.66,6050.00,65.00,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,49500.00,-,-,-,1863.85,-,336.55,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,54000.00,540.00,588.30,540.00,560.90,562.20,560.90,288.00,5499.53,56.33,19005.00,7070.00,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,43500.00,-,-,-,156.00,156.00,28.55,-,-,-,485.00,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,57000.00,1160.00,1323.00,1160.00,1267.70,1285.35,1267.70,416.00,8480.21,181.01,126245.00,1015.00,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,60000.00,-,-,-,6948.85,-,3742.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,52500.00,380.00,405.00,380.00,380.35,384.00,380.35,24.00,444.26,3.26,6685.00,70.00,56999.20
BANKNIFTY,02-Jul-2025,24-Dec-2025,PE,58500.00,-,-,-,6011.10,-,2935.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,60000.00,-,-,-,6586.10,-,3948.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,54000.00,-,-,-,3283.70,-,1512.90,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,63000.00,-,-,-,8639.55,-,5687.30,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,55500.00,-,-,-,3997.45,-,1987.35,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,58500.00,-,-,-,5653.00,-,3206.25,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,52500.00,-,-,-,2649.35,-,1119.20,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,49500.00,-,-,-,1623.60,-,559.40,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,51000.00,-,-,-,2095.50,-,804.35,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,61500.00,-,-,-,7582.50,-,4777.35,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,57000.00,-,-,-,4788.50,-,2552.10,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,26-Mar-2026,PE,64500.00,-,-,-,9743.75,-,6672.75,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,60000.00,-,-,-,4027.20,-,4079.85,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,52500.00,-,-,-,1348.15,-,1354.40,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,61500.00,-,-,-,4781.20,-,4847.15,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,58500.00,-,-,-,3345.20,-,3385.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,54000.00,-,-,-,1740.25,-,1752.60,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,64500.00,-,-,-,6493.65,-,6588.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,63000.00,-,-,-,5604.50,-,5684.65,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,51000.00,-,-,-,1019.00,-,1020.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,57000.00,-,-,-,2736.20,-,2765.80,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,49500.00,-,-,-,752.60,-,751.30,-,-,-,-,-,56999.20
BANKNIFTY,02-Jul-2025,30-Jun-2026,PE,55500.00,-,-,-,2200.65,-,2220.90,-,-,-,-,-,56999.20
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50300.00,17.45,19.60,16.05,17.20,16.35,17.20,46.00,810.11,0.28,875.00,140.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51000.00,22.30,24.10,20.60,22.95,23.10,22.95,10061.00,179668.26,79.41,388360.00,1295.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,61000.00,3669.45,3916.65,3575.70,3868.70,3870.45,3868.70,52.00,1177.22,67.02,29085.00,455.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50000.00,16.25,17.45,15.00,16.45,16.40,16.45,6713.00,117515.77,38.27,332710.00,-700.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,57200.00,825.35,853.00,612.00,833.60,838.00,833.60,44065.00,893943.73,11762.43,238700.00,-1155.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50800.00,21.45,21.85,19.10,20.60,20.20,20.60,24.00,426.89,0.17,2345.00,-70.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51900.00,31.95,33.30,28.60,31.75,31.55,31.75,458.00,8324.47,4.90,7735.00,-735.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,49600.00,16.60,16.90,12.65,14.25,13.80,14.25,264.00,4584.37,1.33,2485.00,1680.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,57100.00,738.00,805.00,636.75,785.50,796.75,785.50,53608.00,1084784.55,13428.67,152215.00,-9100.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,53700.00,71.10,82.55,65.15,77.15,79.95,77.15,774.00,14567.54,20.21,24045.00,5740.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,58700.00,-,-,-,1761.55,1761.55,2216.50,-,-,-,4305.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50400.00,16.35,20.15,16.10,18.35,18.70,18.35,36.00,635.27,0.23,4165.00,245.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51300.00,24.00,26.90,22.50,24.85,25.85,24.85,244.00,4383.11,2.09,6755.00,-280.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,64000.00,6600.00,6800.00,6550.00,6792.05,6789.20,6792.05,11.00,272.36,25.96,12145.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,60900.00,-,-,-,4055.55,4055.55,3997.55,-,-,-,70.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54000.00,97.95,100.70,77.90,93.55,96.65,93.55,18737.00,354711.59,582.29,565250.00,-4375.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,62500.00,-,-,-,6678.30,-,5479.10,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50700.00,21.35,21.35,18.85,20.05,19.95,20.05,147.00,2609.55,1.03,3080.00,-105.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,60000.00,2781.75,2944.00,2650.00,2920.30,2940.40,2920.30,206.00,4529.48,203.48,91245.00,-385.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,57500.00,959.65,1013.85,815.85,992.20,1000.05,992.20,31946.00,653043.57,10130.32,462455.00,-13335.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,59900.00,-,-,-,2681.75,2681.75,3139.40,-,-,-,70.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,52900.00,51.20,52.65,43.25,49.35,51.00,49.35,626.00,11601.10,10.71,24045.00,-910.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,48900.00,13.60,14.35,10.75,11.85,12.45,11.85,161.00,2756.19,0.67,1470.00,665.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,55900.00,349.25,363.70,281.20,351.25,350.40,351.25,5957.00,117213.32,664.62,70980.00,-6370.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,49500.00,15.30,15.35,12.80,13.55,13.65,13.55,2406.00,41695.38,11.43,53375.00,-980.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,61500.00,-,-,-,5856.20,-,4540.80,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,62100.00,-,-,-,6345.05,-,5099.70,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,56400.00,455.80,511.35,398.25,498.90,505.00,498.90,8954.00,178199.74,1447.78,84700.00,-6055.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54400.00,131.00,131.00,98.30,120.05,124.30,120.05,3986.00,76055.85,162.41,36225.00,8610.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,57600.00,936.35,1064.10,868.20,1047.50,1057.55,1047.50,5324.00,109116.73,1784.89,41370.00,-13930.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,59300.00,-,-,-,3745.05,3745.05,2661.20,-,-,-,210.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54600.00,136.60,146.75,113.15,139.75,144.00,139.75,1887.00,36146.04,85.47,26425.00,1750.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,56000.00,368.95,390.25,300.30,376.50,381.25,376.50,47952.00,945659.23,5800.03,2127545.00,-30590.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,61200.00,-,-,-,5617.10,-,4266.95,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,52600.00,44.45,45.10,36.90,42.80,43.40,42.80,253.00,4661.45,3.72,5075.00,630.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51100.00,24.30,24.55,21.45,23.60,23.80,23.60,231.00,4133.33,1.89,8715.00,1505.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,60200.00,-,-,-,4849.95,-,3389.60,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,53300.00,63.00,65.25,52.70,61.20,61.95,61.20,671.00,12531.39,13.88,9905.00,-105.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,53900.00,80.40,93.15,72.95,87.55,87.30,87.55,1424.00,26905.91,42.15,28980.00,3815.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50500.00,22.20,22.20,17.70,19.00,18.95,19.00,4111.00,72689.52,27.59,96635.00,2800.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,58100.00,1296.25,1382.80,1171.30,1362.45,1382.00,1362.45,210.00,4365.03,94.68,9835.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,48800.00,12.00,13.05,10.15,11.20,11.20,1.40,49.00,837.12,0.20,525.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,57800.00,1107.30,1189.35,972.85,1171.15,1189.35,1171.15,2277.00,46935.51,871.80,35630.00,-1785.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,62400.00,-,-,-,6594.50,-,5383.80,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,59000.00,1923.65,2060.50,1799.45,2048.70,2053.75,2048.70,850.00,18123.65,571.15,46410.00,4375.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,55000.00,179.45,194.00,149.60,186.20,191.30,186.20,33328.00,643566.24,2002.24,827190.00,9625.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,60400.00,-,-,-,4675.70,4675.70,3560.05,-,-,-,35.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,56100.00,381.05,418.45,323.60,403.55,412.85,403.55,7058.00,139509.80,925.97,65870.00,1435.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51700.00,31.15,31.15,26.10,29.55,29.00,29.55,444.00,8038.66,4.48,7910.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,52000.00,34.50,35.40,29.80,33.35,34.20,33.35,11188.00,203749.10,127.50,537320.00,-8750.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,49400.00,15.70,15.75,10.60,13.40,13.40,13.40,145.00,2507.72,0.67,2170.00,1540.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51600.00,30.40,30.40,25.30,28.00,28.60,28.00,85.00,1535.93,0.83,5215.00,490.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,58600.00,1620.95,1740.40,1490.10,1722.50,1740.40,1722.50,10.00,210.87,5.77,4095.00,70.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,52100.00,36.20,37.85,31.25,34.70,34.90,34.70,227.00,4142.02,2.67,6860.00,350.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,55400.00,228.50,255.00,197.35,246.75,249.95,246.75,3250.00,63279.21,261.71,77385.00,7630.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,53100.00,58.40,58.40,47.80,54.85,55.25,54.85,866.00,16110.61,16.00,17990.00,630.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,48700.00,12.15,14.00,10.05,11.60,11.20,11.60,229.00,3904.21,0.91,2765.00,280.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,57700.00,1026.35,1128.90,919.45,1107.45,1120.05,1107.45,3585.00,73677.32,1278.25,64155.00,-6090.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,56600.00,535.30,587.00,459.00,570.80,573.00,570.80,10816.00,216276.38,2011.42,107905.00,2240.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,52700.00,47.40,47.40,39.60,45.00,45.80,45.00,538.00,9931.55,8.14,21945.00,1540.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,59400.00,-,-,-,1995.10,1995.10,2738.65,-,-,-,280.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,53600.00,70.40,77.75,61.35,73.10,72.95,73.10,2927.00,54981.65,71.13,22750.00,-2030.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,62300.00,-,-,-,6511.00,-,5288.80,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,51500.00,28.75,29.00,24.85,27.50,27.90,27.50,5522.00,99585.80,51.75,200340.00,-3535.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54100.00,101.50,106.05,82.00,99.45,100.75,99.45,2340.00,44385.69,77.79,36995.00,5915.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,55700.00,272.75,316.00,244.15,305.65,312.20,305.65,4541.00,88973.88,447.08,78680.00,-4480.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54900.00,163.80,181.60,139.15,173.10,179.25,173.10,2360.00,45481.67,134.27,43505.00,2030.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,60100.00,2750.00,2750.00,2750.00,2750.00,2750.00,3305.45,5.00,109.99,4.81,175.00,175.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54800.00,145.00,167.95,129.90,161.85,167.50,161.85,3322.00,63889.13,173.17,55615.00,3815.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,62200.00,-,-,-,4046.05,4046.05,5194.10,-,-,-,35.00,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,54300.00,118.55,119.50,92.40,114.05,115.15,114.05,3135.00,59697.79,117.11,39795.00,5635.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,58200.00,1328.30,1450.00,1230.00,1435.75,1448.30,1435.75,210.00,4375.44,97.74,15855.00,-1015.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,50200.00,14.65,20.15,14.65,17.00,17.05,17.00,180.00,3163.70,1.10,4235.00,1820.00,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,61700.00,-,-,-,6017.60,-,4725.60,-,-,-,-,-,56791.95
BANKNIFTY,03-Jul-2025,31-Jul-2025,PE,61600.00,-,-,-,4050.00,4050.00,4633.00,-,-,-,35.00,-,56791.95
