Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,11-Mar-2025,24-Apr-2025,48401.00,48501.00,48076.30,48309.60,48375.00,48309.60,5641.00,81709.55,814680.00,52170.00,47853.95
BANKNIFTY,11-Mar-2025,29-May-2025,48625.00,48625.00,48264.30,48470.30,48550.00,48470.30,4750.00,69049.61,690510.00,60960.00,47853.95
BANKNIFTY,12-Mar-2025,27-Mar-2025,48055.05,48330.00,47939.70,48213.90,48215.00,48213.90,41308.00,596863.34,2980740.00,-19230.00,48056.65
BANKNIFTY,12-Mar-2025,24-Apr-2025,48353.85,48634.05,48272.00,48516.45,48525.00,48516.45,3534.00,51382.51,819480.00,4800.00,48056.65
BANKNIFTY,12-Mar-2025,29-May-2025,48561.40,48775.00,48418.45,48669.60,48669.50,48669.60,1453.00,21197.23,703860.00,13350.00,48056.65
BANKNIFTY,13-Mar-2025,27-Mar-2025,48300.00,48461.00,48100.00,48160.20,48101.00,48160.20,34598.00,500949.63,3016560.00,35820.00,48060.40
BANKNIFTY,13-Mar-2025,24-Apr-2025,48425.15,48742.30,48400.00,48445.90,48415.30,48445.90,2312.00,33692.61,823440.00,3960.00,48060.40
BANKNIFTY,13-Mar-2025,29-May-2025,48712.85,48887.85,48552.00,48613.50,48560.00,48613.50,1200.00,17527.00,701610.00,-2250.00,48060.40
BANKNIFTY,17-Mar-2025,27-Mar-2025,48250.05,48589.60,48241.15,48485.60,48500.00,48485.60,33843.00,492139.39,3061650.00,45090.00,48354.15
BANKNIFTY,17-Mar-2025,24-Apr-2025,48502.15,48865.85,48502.15,48772.70,48785.00,48772.70,3935.00,57570.94,831420.00,7980.00,48354.15
BANKNIFTY,17-Mar-2025,29-May-2025,48740.00,49000.00,48730.75,48927.60,48945.00,48927.60,922.00,13529.23,706770.00,5160.00,48354.15
BANKNIFTY,18-Mar-2025,27-Mar-2025,48751.05,49481.10,48664.10,49422.40,49480.00,49422.40,63364.00,933520.95,2977590.00,-84060.00,49314.50
BANKNIFTY,18-Mar-2025,24-Apr-2025,49026.00,49775.00,48943.10,49695.85,49770.00,49695.85,14677.00,217661.15,888540.00,57120.00,49314.50
BANKNIFTY,18-Mar-2025,29-May-2025,49045.00,49923.30,49045.00,49810.90,49892.10,49810.90,10912.00,162436.33,725550.00,18780.00,49314.50
BANKNIFTY,19-Mar-2025,27-Mar-2025,49600.05,49878.95,49435.20,49808.15,49817.40,49808.15,37698.00,562152.45,2938260.00,-39330.00,49702.60
