Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,01-Aug-2024,25-Sep-2024,52294.85,52349.60,51940.00,52056.05,52063.00,52056.05,5704.00,44626.58,179115.00,4020.00,51564.00
BANKNIFTY,01-Aug-2024,30-Oct-2024,52600.00,52612.60,52260.00,52359.00,52350.50,52359.00,2093.00,16472.58,10260.00,10260.00,51564.00
BANKNIFTY,02-Aug-2024,28-Aug-2024,51405.00,51736.90,51151.60,51429.30,51420.00,51429.30,156717.00,1210818.49,2615460.00,116175.00,51350.15
BANKNIFTY,02-Aug-2024,25-Sep-2024,51887.90,52010.00,51556.00,51736.15,51740.00,51736.15,7726.00,60013.87,180465.00,1350.00,51350.15
BANKNIFTY,02-Aug-2024,30-Oct-2024,52000.00,52300.00,51857.85,52027.45,52009.45,52027.45,2411.00,18835.80,19500.00,9240.00,51350.15
BANKNIFTY,05-Aug-2024,28-Aug-2024,50678.00,50976.95,49843.25,50215.45,50151.00,50215.45,244269.00,1844152.47,2969010.00,353550.00,50092.10
BANKNIFTY,05-Aug-2024,25-Sep-2024,51579.00,51579.00,50171.00,50521.10,50450.10,50521.10,19920.00,151381.32,206625.00,26160.00,50092.10
BANKNIFTY,05-Aug-2024,30-Oct-2024,51444.05,51606.25,50478.65,50792.05,50741.40,50792.05,6242.00,47697.84,34530.00,15030.00,50092.10
BANKNIFTY,06-Aug-2024,28-Aug-2024,50499.90,50767.80,49815.80,49919.20,49900.15,49919.20,174140.00,1312429.16,3066975.00,97965.00,49748.30
BANKNIFTY,06-Aug-2024,25-Sep-2024,50791.70,51059.95,50135.15,50237.95,50240.00,50237.95,14374.00,108983.55,227250.00,20625.00,49748.30
BANKNIFTY,06-Aug-2024,30-Oct-2024,51094.95,51340.00,50450.00,50544.75,50532.00,50544.75,4705.00,35880.20,41010.00,6480.00,49748.30
BANKNIFTY,07-Aug-2024,28-Aug-2024,50391.70,50400.00,49950.00,50340.70,50400.00,50340.70,190090.00,1431102.60,3061335.00,-5640.00,50119.00
BANKNIFTY,07-Aug-2024,25-Sep-2024,50794.75,50794.75,50262.80,50640.85,50700.00,50640.85,11216.00,84961.81,240465.00,13215.00,50119.00
BANKNIFTY,07-Aug-2024,30-Oct-2024,50700.00,50990.10,50560.75,50945.25,50990.00,50945.25,3770.00,28726.36,44070.00,3060.00,50119.00
BANKNIFTY,08-Aug-2024,28-Aug-2024,50240.00,50531.90,49980.00,50205.90,50190.00,50205.90,146701.00,1106027.59,3049140.00,-12195.00,-
BANKNIFTY,08-Aug-2024,25-Sep-2024,50596.85,50821.50,50290.80,50508.70,50490.00,50508.70,9774.00,74115.13,253530.00,13065.00,-
BANKNIFTY,08-Aug-2024,30-Oct-2024,50845.00,51107.95,50588.60,50812.40,50790.05,50812.40,3217.00,24542.13,45180.00,1110.00,-
