Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
25-Jul-25,360ONE,1077.9,1118.6, -0.0371,  0.0261,  0.0262,  0.4998,1080.4,1122.7, -0.0384,  0.0261,  0.0262,  0.5000,  0.0262,  0.5000
25-Jul-25,AARTIIND,430.25,433.7, -0.0080,  0.0229,  0.0228,  0.4360,429.8,433.95, -0.0096,  0.0231,  0.0231,  0.4405,  0.0231,  0.4405
25-Jul-25,ABB,5643,5699, -0.0099,  0.0210,  0.0210,  0.4011,5640.5,5709, -0.0121,  0.0208,  0.0208,  0.3972,  0.0210,  0.4011
25-Jul-25,ABCAPITAL,260.35,270.95, -0.0399,  0.0209,  0.0211,  0.4022,260,271.15, -0.0420,  0.0210,  0.0211,  0.4038,  0.0211,  0.4038
25-Jul-25,ABFRL,73.77,75.67, -0.0254,  0.0227,  0.0227,  0.4342,73.6,75.65, -0.0275,  0.0228,  0.0228,  0.4356,  0.0228,  0.4356
25-Jul-25,ACC,1847.7,1890, -0.0226,  0.0167,  0.0168,  0.3203,1848.2,1890.2, -0.0225,  0.0171,  0.0171,  0.3270,  0.0171,  0.3270
25-Jul-25,ADANIENSOL,817.2,849.05, -0.0382,  0.0318,  0.0318,  0.6080,816.35,849.45, -0.0397,  0.0318,  0.0319,  0.6089,  0.0319,  0.6089
25-Jul-25,ADANIENT,2550.1,2608.4, -0.0226,  0.0276,  0.0276,  0.5267,2550.1,2613.1, -0.0244,  0.0279,  0.0279,  0.5334,  0.0279,  0.5334
25-Jul-25,ADANIGREEN,975.9,1020.7, -0.0449,  0.0323,  0.0323,  0.6177,975.1,1021.4, -0.0464,  0.0325,  0.0326,  0.6225,  0.0326,  0.6225
25-Jul-25,ADANIPORTS,1396.3,1411.6, -0.0109,  0.0224,  0.0224,  0.4273,1394.6,1412.8, -0.0130,  0.0223,  0.0223,  0.4261,  0.0224,  0.4273
25-Jul-25,ALKEM,5012,4998.6,  0.0027,  0.0151,  0.0151,  0.2876,5017.9,5001.2,  0.0033,  0.0150,  0.0150,  0.2866,  0.0151,  0.2876
25-Jul-25,AMBER,7273,7375, -0.0139,  0.0302,  0.0302,  0.5765,7279,7396, -0.0159,  0.0302,  0.0302,  0.5765,  0.0302,  0.5765
25-Jul-25,AMBUJACEM,613.1,620.4, -0.0118,  0.0191,  0.0191,  0.3648,611.6,621.05, -0.0153,  0.0193,  0.0193,  0.3682,  0.0193,  0.3682
25-Jul-25,ANGELONE,2720.1,2796.9, -0.0278,  0.0309,  0.0309,  0.5899,2722.8,2800.1, -0.0280,  0.0309,  0.0309,  0.5910,  0.0309,  0.5910
25-Jul-25,APLAPOLLO,1543,1686.4, -0.0889,  0.0189,  0.0199,  0.3801,1546.2,1694.7, -0.0917,  0.0189,  0.0199,  0.3810,  0.0199,  0.3810
25-Jul-25,APOLLOHOSP,7468.5,7363.5,  0.0142,  0.0139,  0.0139,  0.2663,7464,7385,  0.0106,  0.0136,  0.0136,  0.2602,  0.0139,  0.2663
25-Jul-25,ASHOKLEY,121.95,124.8, -0.0231,  0.0185,  0.0185,  0.3530,122,125.05, -0.0247,  0.0181,  0.0181,  0.3459,  0.0185,  0.3530
25-Jul-25,ASIANPAINT,2336.2,2352.1, -0.0068,  0.0127,  0.0127,  0.2420,2336.2,2352.4, -0.0069,  0.0127,  0.0127,  0.2424,  0.0127,  0.2424
25-Jul-25,ASTRAL,1440.2,1472.6, -0.0222,  0.0172,  0.0172,  0.3288,1442.8,1470.2, -0.0188,  0.0173,  0.0173,  0.3311,  0.0173,  0.3311
25-Jul-25,ATGL,624.1,644.75, -0.0326,  0.0291,  0.0291,  0.5562,623.75,645.85, -0.0348,  0.0295,  0.0295,  0.5634,  0.0295,  0.5634
25-Jul-25,AUBANK,733.35,745.45, -0.0164,  0.0203,  0.0203,  0.3871,733.15,745.25, -0.0164,  0.0194,  0.0194,  0.3699,  0.0203,  0.3871
25-Jul-25,AUROPHARMA,1122.8,1114.1,  0.0078,  0.0184,  0.0183,  0.3503,1125.6,1118.1,  0.0067,  0.0185,  0.0185,  0.3532,  0.0185,  0.3532
25-Jul-25,AXISBANK,1086.1,1095.1, -0.0083,  0.0149,  0.0148,  0.2836,1087.4,1098.7, -0.0103,  0.0145,  0.0145,  0.2767,  0.0148,  0.2836
25-Jul-25,BAJAJ-AUTO,8075,8288.5, -0.0261,  0.0167,  0.0168,  0.3210,8059.5,8311, -0.0307,  0.0164,  0.0165,  0.3156,  0.0168,  0.3210
25-Jul-25,BAJAJFINSV,1985.8,2032.3, -0.0231,  0.0158,  0.0158,  0.3019,1984.4,2036.4, -0.0259,  0.0157,  0.0158,  0.3017,  0.0158,  0.3019
25-Jul-25,BAJFINANCE,913.75,958.95, -0.0483,  0.0162,  0.0165,  0.3158,913.2,959.45, -0.0494,  0.0160,  0.0164,  0.3124,  0.0165,  0.3158
25-Jul-25,BALKRISIND,2685.8,2727, -0.0152,  0.0176,  0.0176,  0.3362,2684.6,2728.3, -0.0161,  0.0176,  0.0176,  0.3363,  0.0176,  0.3363
25-Jul-25,BANDHANBNK,178.19,184.15, -0.0329,  0.0232,  0.0233,  0.4442,177.88,184.32, -0.0356,  0.0231,  0.0232,  0.4430,  0.0233,  0.4442
25-Jul-25,BANKBARODA,243.45,246.86, -0.0139,  0.0200,  0.0200,  0.3823,243.41,247.57, -0.0169,  0.0202,  0.0202,  0.3856,  0.0202,  0.3856
25-Jul-25,BANKEX,63043.13,63541.81, -0.0079,  0.0101,  0.0100,  0.1918,63084.55,63657.55, -0.0090,  0.0104,  0.0104,  0.1982,  0.0104,  0.1982
25-Jul-25,BANKINDIA,113.14,114.68, -0.0135,  0.0221,  0.0220,  0.4211,113,114.85, -0.0162,  0.0222,  0.0222,  0.4234,  0.0222,  0.4234
25-Jul-25,BANKNIFTY,56528.9,57066.05, -0.0095,  0.0098,  0.0098,  0.1878,56585.8,57117.6, -0.0094,  0.0096,  0.0096,  0.1828,  0.0098,  0.1878
25-Jul-25,BDL,1657.6,1697.1, -0.0236,  0.0294,  0.0294,  0.5611,1656.2,1702.9, -0.0278,  0.0294,  0.0294,  0.5615,  0.0294,  0.5615
25-Jul-25,BEL,395.2,398.25, -0.0077,  0.0213,  0.0212,  0.4053,395,398.75, -0.0094,  0.0211,  0.0210,  0.4016,  0.0212,  0.4053
25-Jul-25,BHARATFORG,1204,1216.9, -0.0107,  0.0205,  0.0204,  0.3907,1203.4,1219.6, -0.0134,  0.0208,  0.0208,  0.3966,  0.0208,  0.3966
25-Jul-25,BHARTIARTL,1937.9,1936.1,  0.0009,  0.0138,  0.0138,  0.2628,1936.4,1938.5, -0.0011,  0.0133,  0.0133,  0.2539,  0.0138,  0.2628
25-Jul-25,BHEL,240.15,251.05, -0.0444,  0.0255,  0.0257,  0.4902,240.45,251.35, -0.0443,  0.0257,  0.0258,  0.4932,  0.0258,  0.4932
25-Jul-25,BIOCON,394.15,397.6, -0.0087,  0.0216,  0.0215,  0.4115,394.65,398.2, -0.0090,  0.0216,  0.0215,  0.4110,  0.0215,  0.4115
25-Jul-25,BLUESTARCO,1747.1,1764.3, -0.0098,  0.0235,  0.0235,  0.4481,1752,1769, -0.0097,  0.0234,  0.0234,  0.4466,  0.0235,  0.4481
25-Jul-25,BOSCHLTD,37830,37910, -0.0021,  0.0153,  0.0152,  0.2908,37300,37490, -0.0051,  0.0154,  0.0154,  0.2944,  0.0154,  0.2944
25-Jul-25,BPCL,332.9,341.4, -0.0252,  0.0187,  0.0187,  0.3574,327.6,337.4, -0.0295,  0.0188,  0.0188,  0.3600,  0.0188,  0.3600
25-Jul-25,BRITANNIA,5594,5673, -0.0140,  0.0125,  0.0125,  0.2388,5598.5,5673.5, -0.0133,  0.0123,  0.0123,  0.2350,  0.0125,  0.2388
25-Jul-25,BSE,2454,2547.8, -0.0375,  0.0354,  0.0354,  0.6762,2458.5,2554.7, -0.0384,  0.0349,  0.0349,  0.6676,  0.0354,  0.6762
25-Jul-25,BSOFT,395.8,396.2, -0.0010,  0.0214,  0.0213,  0.4076,395.75,396.35, -0.0015,  0.0213,  0.0213,  0.4064,  0.0213,  0.4076
25-Jul-25,CAMS,4034.1,4196.9, -0.0396,  0.0239,  0.0240,  0.4577,4037,4207.2, -0.0413,  0.0237,  0.0238,  0.4549,  0.0240,  0.4577
25-Jul-25,CANBK,110.76,113.51, -0.0245,  0.0209,  0.0209,  0.3993,110.71,113.88, -0.0282,  0.0210,  0.0210,  0.4014,  0.0210,  0.4014
25-Jul-25,CDSL,1614.7,1679.3, -0.0392,  0.0258,  0.0259,  0.4947,1612.2,1681.1, -0.0418,  0.0267,  0.0268,  0.5122,  0.0268,  0.5122
25-Jul-25,CESC,173.11,175.14, -0.0117,  0.0225,  0.0225,  0.4298,173.31,175.48, -0.0124,  0.0226,  0.0226,  0.4317,  0.0226,  0.4317
25-Jul-25,CGPOWER,662.55,680.35, -0.0265,  0.0237,  0.0237,  0.4526,662.8,681.2, -0.0274,  0.0236,  0.0237,  0.4520,  0.0237,  0.4526
25-Jul-25,CHAMBLFERT,538,554.45, -0.0301,  0.0242,  0.0242,  0.4632,538.05,555.1, -0.0312,  0.0238,  0.0239,  0.4564,  0.0242,  0.4632
25-Jul-25,CHOLAFIN,1503.8,1551.4, -0.0312,  0.0211,  0.0211,  0.4036,1501.8,1551.8, -0.0328,  0.0201,  0.0202,  0.3861,  0.0211,  0.4036
25-Jul-25,CIPLA,1532.4,1487.9,  0.0295,  0.0142,  0.0143,  0.2729,1536.4,1488,  0.0320,  0.0141,  0.0142,  0.2716,  0.0143,  0.2729
25-Jul-25,COALINDIA,380.8,385.55, -0.0124,  0.0165,  0.0165,  0.3145,380.55,386.3, -0.0150,  0.0167,  0.0167,  0.3182,  0.0167,  0.3182
25-Jul-25,COFORGE,1688.8,1676,  0.0076,  0.0231,  0.0231,  0.4405,1689.6,1676.8,  0.0076,  0.0228,  0.0228,  0.4355,  0.0231,  0.4405
25-Jul-25,COLPAL,2215.9,2259.5, -0.0195,  0.0152,  0.0152,  0.2911,2220.8,2266.4, -0.0203,  0.0152,  0.0152,  0.2908,  0.0152,  0.2911
25-Jul-25,CONCOR,598.7,606.05, -0.0122,  0.0205,  0.0205,  0.3915,598.15,606.5, -0.0139,  0.0206,  0.0206,  0.3933,  0.0206,  0.3933
25-Jul-25,CROMPTON,328.95,334.15, -0.0157,  0.0185,  0.0185,  0.3534,328.75,334.3, -0.0167,  0.0186,  0.0185,  0.3543,  0.0185,  0.3543
25-Jul-25,CUMMINSIND,3535.1,3563.7, -0.0081,  0.0203,  0.0202,  0.3862,3530.3,3564, -0.0095,  0.0201,  0.0201,  0.3841,  0.0202,  0.3862
25-Jul-25,CYIENT,1243.2,1241.6,  0.0013,  0.0249,  0.0248,  0.4745,1243.2,1239.7,  0.0028,  0.0250,  0.0250,  0.4773,  0.0250,  0.4773
25-Jul-25,DABUR,511.35,512.55, -0.0023,  0.0132,  0.0131,  0.2509,509.15,512.25, -0.0061,  0.0130,  0.0130,  0.2475,  0.0131,  0.2509
25-Jul-25,DALBHARAT,2230.4,2269.4, -0.0173,  0.0171,  0.0171,  0.3265,2229.9,2273.2, -0.0192,  0.0172,  0.0172,  0.3293,  0.0172,  0.3293
25-Jul-25,DELHIVERY,425.35,437.85, -0.0290,  0.0218,  0.0218,  0.4167,426.55,438.85, -0.0284,  0.0219,  0.0219,  0.4188,  0.0219,  0.4188
25-Jul-25,DIVISLAB,6616.5,6588.5,  0.0042,  0.0167,  0.0167,  0.3192,6619.5,6603.5,  0.0024,  0.0166,  0.0166,  0.3170,  0.0167,  0.3192
25-Jul-25,DIXON,16700,16768, -0.0041,  0.0253,  0.0253,  0.4827,16710,16813, -0.0061,  0.0253,  0.0252,  0.4814,  0.0253,  0.4827
25-Jul-25,DLF,826.3,828.95, -0.0032,  0.0208,  0.0208,  0.3972,820.25,823.85, -0.0044,  0.0208,  0.0208,  0.3968,  0.0208,  0.3972
25-Jul-25,DMART,3997,4021, -0.0060,  0.0176,  0.0176,  0.3357,3993.7,4033.9, -0.0100,  0.0177,  0.0176,  0.3367,  0.0176,  0.3367
25-Jul-25,DRREDDY,1277.9,1265.5,  0.0098,  0.0130,  0.0130,  0.2484,1279.6,1269.7,  0.0078,  0.0132,  0.0132,  0.2516,  0.0132,  0.2516
25-Jul-25,EICHERMOT,5433,5469, -0.0066,  0.0155,  0.0155,  0.2955,5429,5473.5, -0.0082,  0.0154,  0.0154,  0.2940,  0.0155,  0.2955
25-Jul-25,ETERNAL,310.55,313.1, -0.0082,  0.0265,  0.0265,  0.5060,310.35,313.2, -0.0091,  0.0263,  0.0262,  0.5014,  0.0265,  0.5060
25-Jul-25,EXIDEIND,380.6,391.2, -0.0275,  0.0193,  0.0194,  0.3706,379.85,391.55, -0.0303,  0.0195,  0.0196,  0.3744,  0.0196,  0.3744
25-Jul-25,FEDERALBNK,208.14,212.66, -0.0215,  0.0160,  0.0160,  0.3066,208.18,212.23, -0.0193,  0.0158,  0.0158,  0.3023,  0.0160,  0.3066
25-Jul-25,FINNIFTY,26808,27046.3, -0.0088,  0.0101,  0.0101,  0.1926,26824.6,27078.6, -0.0094,  0.0098,  0.0098,  0.1873,  0.0101,  0.1926
25-Jul-25,FORTIS,845.55,845.55,  0.0000,  0.0199,  0.0199,  0.3802,847.05,846.75,  0.0004,  0.0199,  0.0199,  0.3796,  0.0199,  0.3802
25-Jul-25,GAIL,183.51,187.97, -0.0240,  0.0207,  0.0208,  0.3966,183.28,187.95, -0.0252,  0.0207,  0.0207,  0.3957,  0.0208,  0.3966
25-Jul-25,GLENMARK,2145.3,2144.2,  0.0005,  0.0214,  0.0213,  0.4070,2149.1,2149.7, -0.0003,  0.0213,  0.0212,  0.4054,  0.0213,  0.4070
25-Jul-25,GMRAIRPORT,89.93,91.83, -0.0209,  0.0209,  0.0209,  0.4000,90.01,91.91, -0.0209,  0.0212,  0.0212,  0.4041,  0.0212,  0.4041
25-Jul-25,GODREJCP,1217.1,1224.4, -0.0060,  0.0164,  0.0163,  0.3121,1219.2,1226.6, -0.0061,  0.0161,  0.0160,  0.3063,  0.0163,  0.3121
25-Jul-25,GODREJPROP,2233.8,2312.6, -0.0347,  0.0242,  0.0242,  0.4628,2236.2,2313.3, -0.0339,  0.0242,  0.0242,  0.4633,  0.0242,  0.4633
25-Jul-25,GRANULES,469.1,476.6, -0.0159,  0.0236,  0.0236,  0.4509,467.5,475.8, -0.0176,  0.0238,  0.0238,  0.4538,  0.0238,  0.4538
25-Jul-25,GRASIM,2708.6,2735.8, -0.0100,  0.0143,  0.0143,  0.2727,2708.1,2737.1, -0.0107,  0.0142,  0.0141,  0.2701,  0.0143,  0.2727
25-Jul-25,HAL,4552.7,4680.6, -0.0277,  0.0229,  0.0229,  0.4382,4558.8,4692.9, -0.0290,  0.0228,  0.0229,  0.4368,  0.0229,  0.4382
25-Jul-25,HAVELLS,1523.6,1552.2, -0.0186,  0.0156,  0.0156,  0.2980,1523.8,1553.5, -0.0193,  0.0157,  0.0157,  0.3009,  0.0157,  0.3009
25-Jul-25,HCLTECH,1490.1,1507.2, -0.0114,  0.0161,  0.0161,  0.3067,1493.2,1511, -0.0119,  0.0156,  0.0156,  0.2975,  0.0161,  0.3067
25-Jul-25,HDFCAMC,5551.5,5563, -0.0021,  0.0196,  0.0195,  0.3731,5543.5,5562, -0.0033,  0.0194,  0.0193,  0.3689,  0.0195,  0.3731
25-Jul-25,HDFCBANK,2004.6,2009.2, -0.0023,  0.0122,  0.0121,  0.2321,2006,2013.1, -0.0035,  0.0117,  0.0116,  0.2224,  0.0121,  0.2321
25-Jul-25,HDFCLIFE,762.35,757.3,  0.0066,  0.0146,  0.0145,  0.2775,761.3,758.5,  0.0037,  0.0142,  0.0142,  0.2708,  0.0145,  0.2775
25-Jul-25,HEROMOTOCO,4230.7,4301.9, -0.0167,  0.0160,  0.0160,  0.3050,4216.7,4279.6, -0.0148,  0.0158,  0.0158,  0.3027,  0.0160,  0.3050
25-Jul-25,HFCL,75.94,79.25, -0.0427,  0.0302,  0.0302,  0.5777,75.88,79.26, -0.0436,  0.0304,  0.0305,  0.5821,  0.0305,  0.5821
25-Jul-25,HINDALCO,693.45,695.6, -0.0031,  0.0187,  0.0186,  0.3560,692.8,696.4, -0.0052,  0.0186,  0.0185,  0.3537,  0.0186,  0.3560
25-Jul-25,HINDCOPPER,259,273.75, -0.0554,  0.0282,  0.0284,  0.5433,258.4,273.85, -0.0581,  0.0288,  0.0290,  0.5548,  0.0290,  0.5548
25-Jul-25,HINDPETRO,421.8,434.9, -0.0306,  0.0229,  0.0229,  0.4377,422.6,435.1, -0.0291,  0.0231,  0.0231,  0.4411,  0.0231,  0.4411
25-Jul-25,HINDUNILVR,2415.4,2437.8, -0.0092,  0.0121,  0.0121,  0.2307,2415.3,2442.4, -0.0112,  0.0118,  0.0118,  0.2248,  0.0121,  0.2307
25-Jul-25,HINDZINC,439.2,446.1, -0.0156,  0.0245,  0.0245,  0.4675,439.05,446, -0.0157,  0.0247,  0.0247,  0.4714,  0.0247,  0.4714
25-Jul-25,HUDCO,218.64,225.05, -0.0289,  0.0304,  0.0304,  0.5801,218.92,225.05, -0.0276,  0.0304,  0.0304,  0.5814,  0.0304,  0.5814
25-Jul-25,ICICIBANK,1477.1,1483.4, -0.0043,  0.0120,  0.0120,  0.2286,1477.1,1483.9, -0.0046,  0.0115,  0.0115,  0.2193,  0.0120,  0.2286
25-Jul-25,ICICIGI,1921.3,1906.9,  0.0075,  0.0156,  0.0156,  0.2973,1917.9,1906.3,  0.0061,  0.0154,  0.0153,  0.2932,  0.0156,  0.2973
25-Jul-25,ICICIPRULI,618.7,622.85, -0.0067,  0.0160,  0.0160,  0.3058,619.15,624.8, -0.0091,  0.0160,  0.0160,  0.3049,  0.0160,  0.3058
25-Jul-25,IDEA,7.2,7.37, -0.0233,  0.0350,  0.0350,  0.6686,7.21,7.39, -0.0247,  0.0352,  0.0352,  0.6722,  0.0352,  0.6722
25-Jul-25,IDFCFIRSTB,70.7,72.89, -0.0305,  0.0187,  0.0187,  0.3582,70.77,72.91, -0.0298,  0.0190,  0.0191,  0.3651,  0.0191,  0.3651
25-Jul-25,IEX,145.03,132.33,  0.0916,  0.0330,  0.0336,  0.6410,145.63,133.64,  0.0859,  0.0328,  0.0332,  0.6350,  0.0336,  0.6410
25-Jul-25,IGL,201.02,207.23, -0.0304,  0.0239,  0.0239,  0.4575,201.14,207.71, -0.0321,  0.0237,  0.0237,  0.4534,  0.0239,  0.4575
25-Jul-25,IIFL,516.85,529.15, -0.0235,  0.0277,  0.0277,  0.5291,516.8,530.25, -0.0257,  0.0277,  0.0277,  0.5290,  0.0277,  0.5291
25-Jul-25,INDHOTEL,746.15,754, -0.0105,  0.0203,  0.0203,  0.3880,745.85,755.6, -0.0130,  0.0202,  0.0202,  0.3857,  0.0203,  0.3880
25-Jul-25,INDIANB,637.5,652.15, -0.0227,  0.0215,  0.0215,  0.4111,637.95,654.05, -0.0249,  0.0216,  0.0216,  0.4135,  0.0216,  0.4135
25-Jul-25,INDIGO,5803,5844, -0.0070,  0.0183,  0.0182,  0.3483,5789.5,5847, -0.0099,  0.0182,  0.0181,  0.3462,  0.0182,  0.3483
25-Jul-25,INDUSINDBK,823.7,847.85, -0.0289,  0.0272,  0.0272,  0.5197,824.2,849.35, -0.0301,  0.0270,  0.0270,  0.5163,  0.0272,  0.5197
25-Jul-25,INDUSTOWER,393.55,401.55, -0.0201,  0.0217,  0.0217,  0.4152,393.65,401.95, -0.0209,  0.0216,  0.0216,  0.4121,  0.0217,  0.4152
25-Jul-25,INFY,1515.7,1552.5, -0.0240,  0.0155,  0.0155,  0.2966,1517,1557, -0.0260,  0.0152,  0.0153,  0.2917,  0.0155,  0.2966
25-Jul-25,INOXWIND,158.52,161.77, -0.0203,  0.0328,  0.0328,  0.6260,159.01,162.04, -0.0189,  0.0328,  0.0327,  0.6257,  0.0328,  0.6260
