Date,Close,High,Low,Open,Volume
2024-01-01,21741.900390625,21834.349609375,21680.849609375,21727.75,154000
2024-01-02,21665.80078125,21755.599609375,21555.650390625,21751.349609375,263700
2024-01-03,21517.349609375,21677.0,21500.349609375,21661.099609375,311900
2024-01-04,21658.599609375,21685.650390625,21564.55078125,21605.80078125,339200
2024-01-05,21710.80078125,21749.599609375,21629.19921875,21705.75,309300
2024-01-08,21513.0,21763.94921875,21492.900390625,21747.599609375,231500
2024-01-09,21544.849609375,21724.44921875,21517.849609375,21653.599609375,228600
2024-01-10,21618.69921875,21641.849609375,21448.650390625,21529.30078125,217000
2024-01-11,21647.19921875,21726.5,21593.75,21688.0,212500
2024-01-12,21894.55078125,21928.25,21715.150390625,21773.55078125,294700
2024-01-15,22097.44921875,22115.55078125,21963.55078125,22053.150390625,345500
2024-01-16,22032.30078125,22124.150390625,21969.80078125,22080.5,292400
2024-01-17,21571.94921875,21851.5,21550.44921875,21647.25,456000
2024-01-18,21462.25,21539.400390625,21285.55078125,21414.19921875,387300
2024-01-19,21622.400390625,21670.599609375,21575.0,21615.19921875,343100
2024-01-23,21238.80078125,21750.25,21192.599609375,21716.69921875,449700
2024-01-24,21453.94921875,21482.349609375,21137.19921875,21185.25,407500
2024-01-25,21352.599609375,21459.0,21247.05078125,21454.599609375,418100
2024-01-29,21737.599609375,21763.25,21429.599609375,21433.099609375,376700
2024-01-30,21522.099609375,21813.05078125,21501.80078125,21775.75,375100
2024-01-31,21725.69921875,21741.349609375,21448.849609375,21487.25,410600
2024-02-01,21697.44921875,21832.94921875,21658.75,21780.650390625,332500
2024-02-02,21853.80078125,22126.80078125,21805.55078125,21812.75,442800
2024-02-05,21771.69921875,21964.30078125,21726.94921875,21921.05078125,440800
2024-02-06,21929.400390625,21951.400390625,21737.55078125,21825.19921875,371000
2024-02-07,21930.5,22053.30078125,21860.150390625,22045.05078125,346300
2024-02-08,21717.94921875,22011.05078125,21665.30078125,22009.650390625,491100
2024-02-09,21782.5,21804.44921875,21629.900390625,21727.0,349200
2024-02-12,21616.05078125,21831.69921875,21574.75,21800.80078125,287400
2024-02-13,21743.25,21766.80078125,21543.349609375,21664.30078125,365800
2024-02-14,21840.05078125,21870.849609375,21530.19921875,21578.150390625,359100
2024-02-15,21910.75,21953.849609375,21794.80078125,21906.55078125,345400
2024-02-16,22040.69921875,22068.650390625,21968.94921875,22020.30078125,343900
2024-02-19,22122.25,22186.650390625,22021.05078125,22103.44921875,0
2024-02-20,22196.94921875,22215.599609375,22045.849609375,22099.19921875,295700
2024-02-21,22055.05078125,22249.400390625,21997.94921875,22248.849609375,364500
2024-02-22,22217.44921875,22252.5,21875.25,22081.55078125,343500
2024-02-23,22212.69921875,22297.5,22186.099609375,22290.0,226000
2024-02-26,22122.05078125,22202.150390625,22075.150390625,22169.19921875,207800
2024-02-27,22198.349609375,22218.25,22085.650390625,22090.19921875,252200
2024-02-28,21951.150390625,22229.150390625,21915.849609375,22214.099609375,203000
2024-02-29,21982.80078125,22060.55078125,21860.650390625,21935.19921875,360200
2024-03-01,22338.75,22353.30078125,22047.75,22048.30078125,351500
2024-03-04,22405.599609375,22440.900390625,22358.30078125,22403.5,298800
2024-03-05,22356.30078125,22416.900390625,22269.150390625,22371.25,296200
2024-03-06,22474.05078125,22497.19921875,22224.349609375,22327.5,312300
2024-03-07,22493.55078125,22525.650390625,22430.0,22505.30078125,379900
2024-03-11,22332.650390625,22526.599609375,22307.25,22517.5,277900
2024-03-12,22335.69921875,22452.55078125,22256.0,22334.44921875,299200
2024-03-13,21997.69921875,22446.75,21905.650390625,22432.19921875,493300
2024-03-14,22146.650390625,22204.599609375,21917.5,21982.55078125,426700
